booking was successful the table will be reserved for 15 minutes reference number is:{ref} can i help you with anything else,"żgur li [ ż żgħażagħ tiegħek ]{""entity"": ""booktime""}[ jitniżżlu fuq ]{""entity"": ""ref""} il mejda għal 15 il minuta jistgħu jgħinu bi kwalunkwe ħaġa oħra ."
booking was successful the table will be reserved for 15 minutes reference number is:{ref} what else can i help you with today,"in numru ta' reġistrazzjoni kien ta' suċċess f'acorn mars house , bin numru ta' referenza jkun ta' [ m8 . ]{""entity"": ""ref""}"
good news booking was successful reference number is:{ref} is booking was successful reference number is:{ref} anything else that i can do for you,"għandek tniżżel għal [ 8 kull ]{""entity"":"" address""}[ ħaġa ]{""entity"":"" phone""}"
your reservation at {name} for {bookpeople} people at {booktime} on {bookday} was successful your reference number is {ref} is there anything else i can help you with today,"int imniżżel fil kotba , in numru ta' referenza huwa [ zild4wblanc , ]{""entity"":"" ref""} jista' jgħin ma' kwalunkwe ħaġa oħra ."
i have made reservations for {bookpeople} starting on {bookday} for {bookpeople} nights,"it tabella se tkun riżervata għal 15 il minuta li [ jibdew f'nofsinhar kull ]{""entity"": ""ref""} ħaġa li tista' tgħin biex"
okay your room is reserved the reference number is {ref} is there anything else i can help with,"in numru ta' referenza tiegħek kien ta' suċċess [ . ]{""entity"": ""ref""}"
good news your booking was successful your reference number is {ref} is there anything else i can help you with,"in numru ta' referenza tiegħek kien ta' suċċess [ . ]{""entity"": ""ref""}"
i have you booked successfully for {bookpeople} people the reservation number is {ref},"in numru ta' referenza tiegħek kollu [ ġie ffissat għall ]{""entity"": ""ref""} għaxar snin li ġejjin ."
your booking was and your reference number is {ref} is there anything else you need help with today,"in numru ta' referenza tiegħek kollu [ ġie ffissat għall ]{""entity"": ""ref""} għaxar snin li ġejjin ."
all right ive booked you a room at {name} the reference number is {ref} what else can i do for you,"alright youre all set your reference number is [ 4 latestws8v8 ]{""entity"": ""ref""}"
i have made your reservations and your reference number is {ref},"int imniżżel fil kotba [ għall vawċer ashley ikun ]{""entity"":"" name""} hemm xi ħaġa oħra li tista' tgħinlek"
i have booked you a table the reference number is:{ref},"int imniżżel fil kotba [ għall vawċer ashley ikun ]{""entity"":"" name""} hemm xi ħaġa oħra li tista' tgħinlek"
the only hotel available is {name} you are booked and the reference number is {ref} it comes with parking and internet and is in the {area},"i have a table for 6 reserved for you [ on wednesday ]{""entity"": ""ref""}"
its all booked reference number is {ref},"in numru ta' referenza tiegħek kien ta' [ suċċess , is suċċess tiegħek huwa s suċċess ta' ]{""entity"": ""ref""} kull ħaġa li jista' jkollok bħalissa ."
okay your booking was successful your reference number is {ref},"assigura li n numru ta' referenza tiegħek huwa [ lyienp77 jista' ]{""entity"": ""ref""} jgħinlek b'xi ħaġa llum ."
reference number is {ref},"i għamel dawk ir riżervi n numru ta' referenza tiegħek huwa [ plgquxc8 ]{""entity"": ""ref""}"
booking was successful the table will be reserved for 15 minutes reference number is:{ref} is there anything more i can assist you with,"i [ rriservajt iċ Ċirkwit ]{""entity"": ""name""}[ tal maqtugħ ]{""entity"": ""bookstay""} jista' jgħin ma' kwalunkwe ħaġa oħra"
i have made the reservation the reference number is {ref} is there anything else you need today,"i [ rriservajt iċ Ċirkwit ]{""entity"": ""name""}[ tal maqtugħ ]{""entity"": ""bookstay""} jista' jgħin ma' kwalunkwe ħaġa oħra"
you are booked for {booktime} on {bookday} for {bookpeople} people your reference number is {ref} is there something else i can help you with,"i [ għamlu rebbieħ għall għaġina u l ]{""entity"":"" name""}[ bar ]{""entity"": ""ref""}"
i have reserved your table at cafe uno for {bookpeople} on {bookday} at 12:1 {booktime} is there anything else i can help you with,"l istudju kellu suċċess , it tabella se tkun riżervata għan numru ta' referenza ta' 15 il minuta huwa [ 96zyhln1 . ]{""entity"": ""ref""}"
sorry was trying to confirm i have booked {name} and reference number is:{ref},"kien ċar li t tabella se tiġi rriservata għal 15 il minuta , in numru ta' referenza huwa [ tfpe0att li ]{""entity"": ""ref""} jista' jgħin ma' kwalunkwe ħaġa oħra ."
absolutely no problem ive got you booked for {bookpeople} people on {bookday} at 14 {booktime} 30 your reference number is {ref} the table will be held for you for 15 minutes,"inti kollha ssettjat in numru ta' referenza tiegħek għall kura tiegħek [ għandek għandek għandek għandek għandek għandek għandek għandek għandek ]{""entity"": ""ref""} għandek għandek għandek"
booking was successful the table will be reserved for 15 minutes your reference number is {ref} can i help you with anything else,"the table will be reserved for 15 minutes your reference number is [ xn08qjtd ]{""entity"": ""ref""}"
your rooms at the {name} have been booked your reference number is {ref} is there anything further i can assist you with today,"il [ lentifieldannika hemm ]{""entity"":"" area""} ipparkjar ħieles u l internet irrekordja għalik"
your reservation has been booked on {bookday} for {bookpeople} people at 17:3 {booktime} reference number is {ref},"is sett kollu tiegħek għandu jitniżżel fil kotba u n numru ta' referenza għandu jkun ta' [ q3 jew 8 ]{""entity"": ""ref""} jista' jgħinlek bi kwalunkwe ħaġa llum ."
your reference number is {ref} is there anything else you need,"il proċess ta' l għoti tal mediċina kien ta' suċċess u n numru ta' referenza tiegħek huwa [ wzjw5 ]{""entity"": ""ref""}"
ok i was able to get this for you reference number is {ref} are you looking for places to go as well i can help with that too,"aħbarijiet kbar li l kamra tiegħek tinsab imniżżla fil kotba jekk jogħġbok [ żomm dan ]{""entity"": ""ref""} in numru ta' referenza ."
i was able to book that for you and your reference number is {ref},"sure booking kellu suċċess in numru ta' konferma tiegħek huwa [ 7 content032v9 ]{""entity"": ""ref""}"
the booking for successful it will only be reserved for 15 minutes your reference number is:{ref} is there anything else i can help you with today,"in numru ta referenza [ għandu jkun hemm ]{""entity"": ""ref""} kull ħaġa oħra ."
your reservation is confirmed and the reference number is {ref} ,"ir riżerva tiegħek hija ssettjata [ bin numru ]{""entity"": ""ref""} ta' referenza adw35i6e ."
{name} was booked for you successfully your reference number is {ref} is there anything else i can help you with today,"il lemin kollu għamel riżerva , in numru ta' referenza tiegħek huwa ta' [ 10 , 9kq5v , ]{""entity"": ""ref""} x'jista' jagħmel xi ħaġa għalik"
your reservation was successful your reference number is {ref} can i help you with anything else today,"ir riżerva tiegħek [ tniżżlet fuq ]{""entity"": ""bookday""} il [ parti tal ]{""entity"":"" booktime""}[ kliewi ]{""entity"": ""ref""}"
excellent your booking was successful reference number is:{ref} do you need anything else,"in numru ta' referenza ta' suċċess [ ta' l istudju huwa ta' 5a2h5o ]{""entity"": ""ref""} hemmhekk kull min jista' jgħin"
i have your reservation at {name} it is an {pricerange} restaurant on the {area} your reference number is {ref} do you need their address,"i have [ made reservations ]{""entity"": ""bookpeople""} for 3 nights"
the rooms are available and i have you booked your reference number is {ref} what else can i do for you,"it tabella tiegħek hija riżervata għal 15 il minuta u [ r referenza ]{""entity"": ""ref""} tiegħek hija p3 ."
you have a table at {name} your reference number is {ref} can i help you with anything else,"ok you are all set for [ cote can ]{""entity"": ""bookpeople""} i help with anything else"
i was able to book you for {bookstay} night at {name} for {bookpeople} people your reference number is {ref} is there anything else i can do for you,"in numru ta' referenza tiegħek jinsab Isem u [ indirizz tal manifattur i ]{""entity"": ""ref""}"
here is your booking information:booking was successful the table will be reserved for 15 minutes reference number is:{ref},"għandek [ tispjega x'inhuwa għandek ]{""entity"":"" booktime""}[ tħallas ]{""entity"": ""ref""}"
ive made the reservation and the reference number is {ref} what else can i help you with,"għandek [ tispjega x'inhuwa għandek ]{""entity"":"" booktime""}[ tħallas ]{""entity"": ""ref""}"
ok i have you booked in the ashley hotel the reference number is:{ref} can i help you with anything else today,"għandek [ tispjega x'inhuwa għandek ]{""entity"":"" booktime""}[ tħallas ]{""entity"": ""ref""}"
i sure can i have a table for {bookpeople} booked for you at {name} for 15 {booktime} 30 they will hold that for fifteen minutes,"għandek [ tispjega x'inhuwa għandek ]{""entity"":"" booktime""}[ tħallas ]{""entity"": ""ref""}"
booking was successful your reference number is:{ref} can i help with anything else today,"in numru ta' referenza tiegħek huwa [ x5ny66talon ]{""entity"": ""ref""}"
yes i was able to book you at {name} in the centre reference number {ref} is there anything else i can help you with today,"alright i Il kontejner tiegħek ippreżenta n numru ta' referenza tiegħek għal [ . . . . . . . . ]{""entity"": ""ref""} ."
okay that booking was successful for {bookday} the reference number is {ref} is there anything else you need,"l istudju kellu suċċess , in numru ta' referenza huwa [ opi4xid4 . ]{""entity"": ""ref""}"
i have booked your table the reference number is:{ref},"i was able to reserve that reference number is [ 49t1d4b9 ]{""entity"": ""ref""}"
you are all booked at the {name} reference number {ref},"all set you reference number is [ 9xf20lu4 may ]{""entity"":"" ref""} i be of any further assistance"
the lensfield has been booked according to your specifications your reference number is:{ref} is there anything else we can help you with,"ġejt imniżżel fuq il mejda tiegħek se tkun [ riservat għal ]{""entity"": ""ref""} 15 il minuta kull ħaġa"
your table for {bookpeople} is reserved for {bookday} at {booktime} and theyll hold your table for 15 minutes your reference number is {ref} can i help you with anything else today,"inti għandek hawnhekk , in numru ta' referenza tiegħek [ P9d58c0o ]{""entity"": ""ref""}"
booking at the {name} was successful the reference number is {ref} it is located at {address} postal code {postcode} is there anything else i can help with,"in numru ta' referenza huwa [ 48mb42od . ]{""entity"": ""ref""}"
yes ive got your table booked theyll hold it for 15 minutes your reference number is {ref} can i help you with anything else,"it tabella se tkun riżervata għal 15 il minuta , in numru ta' referenza tiegħek [ huwa ]{""entity"": ""ref""}"
great its all set {ref} is the reference number,"l istudju kellu suċċess fit tabella għan numru ta' referenza ta' 15 il minuta [ . ]{""entity"": ""ref""}"
i was able to book {name} reference number is {ref},"il fatt li t tabella kellha suċċess se jkun riżervat għal numru ta' referenza ta' 15 il minuta , jiġifieri għal numru ta' 5 [ 8ko1d , ]{""entity"": ""ref""} ikun hemm xi ħaġa oħra li tista' tgħin"
ive made your reservation the reference number is {ref} what else can i help you with,"l iskoperta [ rnexxiet għal 1 tista' ]{""entity"": ""bookstay""} tkun ta' kwalunkwe għajnuna oħra"
i ha ve successfully booked your reservation your reference number is {ref} is there anything else that i may assist you with,"l iskoperta [ rnexxiet għal 1 tista' ]{""entity"": ""bookstay""} tkun ta' kwalunkwe għajnuna oħra"
your booking was successful the reference number is:{ref},"in numru ta' referenza tiegħek kien ta' suċċess u l [ għadd tiegħek huwa l għadd ta' l għadd ta' għadd ta' għadd ta' għadd ta' għadd ta' għadd ta' għadd ta' għadd ta' għadd ta' għadd . ]{""entity"": ""ref""}"
i have made the reservations and your reference number is {ref},"jekk jogħġbok innota li t tabella tiegħek se tkun disponibbli għal 15 il minuta ta' referenza [ wusblancus6 Kull ]{""entity"": ""ref""} min jista' jagħmel għalik"
your booking at the alexander for {bookstay} nights was successful your reference number is {ref} is there anything else i can help you with today,"l istudju kien ta' suċċess li t tabella se tkun riżervata għan numru ta' referenza ta' 15 il minuta , jiġifieri l [ istudju dwar l istudju dwar l istudju dwar l istudju dwar l istudju dwar l istudju dwar l istudju dwar l istudju dwar l istudju dwar l istudju . ]{""entity"": ""ref""}"
all right ive made a reservation your reference number is {ref} what else can i do for you,"ok ive booked at [ yu correct ]{""entity"": ""ref""}"
absolutely i was able to reserve the table for you it will be reserved for 15 minutes the reference number is {ref},"ok ive booked at [ yu correct ]{""entity"": ""ref""}"
booking was successfulreference number is:{ref} anything else i can help,"in numru ta' referenza tiegħek kien ta' suċċess [ ngfeahb8 it ]{""entity"": ""ref""} tabella tiegħek se tkun riżervata għal 15 il minuta ."
your booking was successful your reference number is {ref} please be advised that your table will be reserved for 15 minutes,"it tabella se tiġi riżervata għan numru ta' referenza ta' 15 il minuta [ . ]{""entity"": ""ref""}"
ive got you a reservation for {bookpeople} at hobsons house for {bookstay} nights your reference number is {ref},"it tabella se tiġi riżervata għan numru ta' referenza ta' 15 il minuta [ . ]{""entity"": ""ref""}"
i have booked you at the {name} reference number {ref} can i be of any further help,"ir riżerva tiegħek għall mediċina kellha suċċess u n numru ta' referenza tiegħek huwa [ q1xudh9y hemmhekk ]{""entity"": ""ref""} kwalunkwe ħaġa li tista' tgħinlek bħalissa ."
the address for the {name} is {address} your reservation has been set for checkin on {bookday} and your reference number is {ref},"in numru ta' referenza tiegħek kollu lest biex imur għandu jiġi [ ssimplifikat3 . ]{""entity"": ""ref""}"
great your reference number is {ref} anything else i can do for you,"inti mniżżel fil kotba tiegħek għal sunday u n numru ta' referenza tiegħek għandu [ jitnaqqas bin nofs 4 ]{""entity"": ""ref""} jista' jgħinlek b'xi ħaġa llum ."
{ref} is your reference number for that booking is there anything else i can do,"iva li l ħin huwa disponibbli u rriservat it tabella tiegħek in numru ta' referenza huwa [ wi602i6m ]{""entity"": ""ref""}"
booking was successful the table will be reserved for 15 minutes your reference number is:{ref},"iva li l ħin huwa disponibbli u rriservat it tabella tiegħek in numru ta' referenza huwa [ wi602i6m ]{""entity"": ""ref""}"
i have your table booked the reference number is {ref},"ok i għandek tniżżel fil fuljett ta' l ashley in numru ta' referenza huwa ta' [ 25 , 2f5z2 jista' ]{""entity"": ""ref""} jgħinlek bi kwalunkwe ħaġa llum ."
i have made the reservation for you the confirmation number is {ref} they will expect you on {bookday} is there anything else i can get for you,"il Ġermanja kienet [ kapaċitniżżel tabella ]{""entity"": ""name""}[ għal 8 ]{""entity"": ""booktime""}"
yes sorry about that the reference number is {ref},"in numru ta' referenza tiegħek għandu jiġi [ rriservat għal ]{""entity"": ""ref""} 15 il minuta ."
booking was successful the table will be reserved for 15 minutes reference number is:{ref} anything else i can help with,"sure in numru ta' referenza kien ta' suċċess , is [ Sur wq3ppkeb ]{""entity"": ""ref""}"
your reservation is complete would you like anything else,"i booked that for your [ for a party of 6 is ]{""entity"": ""bookpeople""} there anything else you need"
i was able to book at room at the {bookstay} for you ref {ref} is there anything else i can help you with today,"inti diġà tniżżel fil kotba għal [ 2 ġurnata ]{""entity"": ""bookstay""} addizzjonali tixtieq tibqa'"
yes booking for {bookpeople} on {bookday} at {booktime} was successful would you like the reference number for that,"riżerva ta' kamra għalik fil [ kamra tal ġnien ]{""entity"": ""name""} jekk jogħġbok [ ħallat għarfien ]{""entity"": ""ref""} jekk nistax inkun ta' għajnuna ulterjuri"
yes great i have you booked into the restaurant at {booktime} on a {bookday} for {bookpeople} person your reference number is {ref},"inti kollha magħżula biex [ tiċċekkja fuq friday tista' ]{""entity"":"" bookday""} tgħin ma' kwalunkwe ħaġa"
i have your reservation for {bookpeople} people {bookstay} nights starting on {bookday} your reference number is {ref} can i help with anything else,"ir riżerva tiegħek fil Kamra [ tal Ġemellaġġ ]{""entity"": ""bookpeople""} hemm kwalunkwe ħaġa li tista' tgħin biha llum ."
the booking was successful your reference number is {ref} can i help you with anything else,"kbir in numru ta' referenza tiegħek huwa [ 95rpснаб70 kull ]{""entity"": ""ref""} min jista' jagħmel għalik"
i have booked you for {bookpeople} people at {booktime} on {bookday} at the {name} the address is {address} phone number 01733553 {phone} 55 anything else,"għandek ir riżerva tiegħek u n numru ta' referenza huwa [ wznkiugx ]{""entity"": ""ref""}"
you are all set they will hold the table for 15 minutes and your reference number is {ref},"isem u indirizz tal manifattur i tas sustanza i [ bijoloġika ċi attiva ]{""entity"": ""ref""} i"
your booking was successful and your reference number is:{ref},"għid lit tabib tiegħek kollu għall [ acorn mars house jista' ]{""entity"": ""name""} jgħinlek b'kull ħaġa oħra"
great news your room is booked please retain this reference number:{ref} is there anything else i can help you with today,"għid lit tabib tiegħek kollu għall [ acorn mars house jista' ]{""entity"": ""name""} jgħinlek b'kull ħaġa oħra"
your booking for {bookpeople} at the {name} for tuesday at 16:0 {booktime} your reference number is {ref},"in numru ta' referenza tiegħek huwa ta' [ 4dh6bkjo . ]{""entity"": ""ref""}"
youre all ready to go your reference number is {ref} can i help you with anything else,"j0vgu1ux jista' jgħin [ ma' kwalunkwe ]{""entity"": ""ref""} ħaġa oħra"
your table is reserved for 15 minutes and your reference is {ref} can i help you with anything else,"tajjeb ħafna meta ħadt u għandek numru ta' referenza għalik [ . ]{""entity"": ""ref""}"
i was able to book your table your reference number is {ref} anything else,"kien [ kapaċinirrekordja għal 17 ]{""entity"": ""booktime""} il [ sena ]{""entity"": ""ref""}"
yes i have made a booking for you your reference number is {ref},"ħafna n numru ta' referenza tiegħek huwa n numru [ ta' ]{""entity"": ""ref""}"
i have made your reservation your reference number is {ref},"iva ħafna għandek tniżżel il [ kotba tiegħek fil kotba ta' ]{""entity"": ""booktime""} 17 il [ sena . ]{""entity"": ""ref""}"
booking was successful your reference number is:{ref} is there anything else i can assist you with,"in numru ta' referenza kien ta' suċċess , is Sur [ 057bypri kull ]{""entity"": ""ref""} ħaġa li tista' tgħinlek"
you are booked at the alexander b {name} it is {pricerange} with wifi and parking included your reference number is {ref} is there anything else,"in numru ta' referenza tiegħek huwa [ hyedh9o5 Kull ]{""entity"":"" ref""} ħaġa li tista' tgħinlek"
your table is reserved at {booktime} on {bookday} your reference number is {ref},"in numru ta' referenza tiegħek [ imniżżel fil ]{""entity"": ""ref""} kotba huwa 2v7ejva7 ."
i was able to successfully book your table for fiv {bookpeople} the reference number is {ref} can i help you with anything else,"i booked a table for your party of [ 5 and ]{""entity"": ""bookpeople""} the table will be reserved for 15 minutes"
your booking was successful the reference number is:{ref} can i help you with anything else,"iċ Ċentru tal Belt ta' [ Sqallija ]{""entity"": ""ref""}"
ok your reservation has been made it will be honored for up to 15 minutes is there anything else i can help you with,"iċ Ċentru tal Belt ta' [ Sqallija ]{""entity"": ""ref""}"
you are all set the reference number is {ref} can i help you with anything else today,"it tabella tiegħek hija riżervata ta' referenza [ viunxv Illum tista' ]{""entity"":"" ref""} tgħinlek b'kull ħaġa oħra ."
your hotel has been booked your reference number is {ref} is there anything else i can help you with today,"inti mniżżel fil kotba t tabella tiegħek se tkun riżervata għal ħmistax il minuta u n numru ta' referenza tiegħek se jkun imniżżel fil [ kotba . ]{""entity"": ""ref""}"
yes i booked you a table for 14:{booktime} 0 your reference number is {ref} where will you be departing from,"inti mniżżel fil kotba t tabella tiegħek se tkun riżervata għal ħmistax il minuta u n numru ta' referenza tiegħek se jkun imniżżel fil [ kotba . ]{""entity"": ""ref""}"
{ref} is your reference number,"inti kollha mniżżla [ fiċ ċineg ta' ]{""entity"":"" name""} l [ ivvjaġġar ]{""entity"": ""ref""}"
youre all set the restaurant can only hold your table for 15 minutes after the reservation time your reference number is:{ref},"għalkemm il kamra tiegħek hija riżervata n numru ta' referenza huwa [ swvv72fs hemm ]{""entity"": ""ref""} kwalunkwe ħaġa li tista' tgħin"
you are all set for checking in on {bookday} your reference number is {ref} can i help with anything else,"it tabella se tiġi riżervata għan numru ta' referenza ta' 15 il minuta [ . ]{""entity"": ""ref""}"
the reference number is:{ref},"i have you [ booked successfully ]{""entity"": ""bookpeople""} for [ 7 ]{""entity"": ""ref""}"
it is booked here is your ref number {ref} is there anything else you need,"[ il fatt li l kafè kien ]{""entity"":"" name""} ta' suċċess huwa li jkollok bżonn iktar għajnuna"
alright you are booked on {bookday} for {bookstay} nights for {bookpeople} people your reference number is {ref},"[ 8l6lvyyt huwa n ]{""entity"": ""ref""} numru ta' referenza tiegħek"
no problem at all your reference number is {ref},"iva li l [ irqad kien ]{""entity"":"" bookday""} ta' suċċess għall [ kliewi kull ]{""entity"": ""ref""} min għandek bżonn"
i booked you a table for {bookpeople} on {bookday} at {booktime} at {name} reference:{ref} can i assist you further today,"i għandek it tabella tiegħek imniżżla n numru ta' referenza huwa [ opjjx9xa ]{""entity"": ""ref""}"
booking was successful the table will be reserved for 15 minutes reference number is:{ref} is there anything else i can do for you today,"it tabella tiegħek hija mniżżla fil kotba ref [ 3i6eo7ef jista' ]{""entity"":"" ref""} jgħinlek b'kull ħaġa oħra"
sure youre booked at {booktime} with reference number {ref} the table will be reserved for 15 minutes may i help with anything else,"it tabella se tkun riżervata għan numru ta' referenza ta' 15 il minuta [ b'suċċess . ]{""entity"": ""ref""}"
booked the table will be reserved for 15 minutes reference number:{ref},"in numru ta' referenza huwa [ i9e0bw9o ]{""entity"": ""ref""}"
all set for {bookstay} nights at the gonville your reference number is {ref},"in numru ta' referenza huwa [ i9e0bw9o ]{""entity"": ""ref""}"
booking was successful the table will be reserved for 15 minutesreference number is:{ref},"in numru ta' referenza tiegħek kollu huwa [ d4oqokpl hemmhekk ]{""entity"": ""ref""} kwalunkwe ħaġa li tista' tgħinlek"
your booking was successful the reference number is {ref} can i help with anything else today,"għalkemm għandek suċċess fil [ kotba għal 3 ]{""entity"":"" bookday""}"
booked your table will be held for 15 minutes reference number is {ref},"ok i irreġistra tabella [ għal erbgħa ]{""entity"": ""bookday""} li jgawdu l Ħarifa tiegħek"
booking was successful the table will be reserved for 15 minutes reference number is:{ref} is there anything else i can help you with,"ħawwad it tabella tiegħek għandha tkun riservata għal 15 il minuta in numru ta' referenza tiegħek għandu jiġi [ mmarkat bħala zn0cvh11 kull nhar il ]{""entity"": ""ref""} Ġimgħa ."
all set your reference number is {ref},"għalkemm l istudju tiegħek kellu suċċess , in numru ta' referenza tiegħek huwa [ na8fw4os ]{""entity"": ""ref""}"
your table is booked your reference number is {ref} can i help you with anything else,"ċertament , in numru ta' referenza huwa ta' [ 922 . ]{""entity"": ""ref""}"
alright i have your room at the gonville booked reference number is:{ref} can i help you with anything else today,"in numru ta' referenza huwa s Sur [ j97bbmwn . ]{""entity"": ""ref""}"
booking was successful they will hold the table for 15 minutes and the reference number is {ref} is there anything else i can help with,"i was able to book your stay [ at the express by holiday inn ]{""entity"":"" name""} cambridge"
booked your reference number is {ref} is there anything else you need,"l [ unika vawċer disponibbli huwa l vawċer tal ]{""entity"":"" name""} armi [ universitarji ]{""entity"":"" area""}"
booking was successful reference number is:{ref} is there anything else i can help with,"l istudju kien ta' suċċess li t tabella se tkun riżervata għan numru ta' referenza ta' 15 il minuta , jiġifieri [ l istudju dwar l istudju dwar l istudju dwar l istudju dwar l istudju dwar l istudju dwar l istudju . ]{""entity"": ""ref""}"
i made the reservation and here is your reference number:{ref} thank you for calling our help desk,"it tabella tiegħek hija n numru ta' referenza [ riżervat i40q0gzm ]{""entity"": ""ref""}"
you are booked at the {name} at {address} reference number is:{ref} can i help with anything else today,"it tabella tiegħek hija n numru ta' referenza [ riżervat i40q0gzm ]{""entity"": ""ref""}"
your reservation is set your reference number is {ref},ir-riżerva tiegħek hija kompluta bħal kwalunkwe ħaġa oħra
booking was successful the table will be reserved for 15 minutes reference number is:{ref} is there anything else i can assist you with,"numru ta' referenza huwa [ ximion2s għall ]{""entity"":"" ref""} vawċer li għandek bżonn ukoll taxi"
i would recommend the {name} which has what you need your booking reference number is {ref} your t {bookstay} o night stay will begin {bookday} thank you,"l istudju tiegħek kien u n numru ta' referenza tiegħek huwa [ ey36gh17 kull ]{""entity"": ""ref""} min għandek bżonn għajnuna llum ."
i booked that for your for a party of {bookpeople} at {booktime} on {bookday} the reference number is:{ref} is there anything else you need,"iva ħu t tabella tiegħek theyll imniżżel fil kotba għal 15 il minuta in numru ta' referenza tiegħek huwa [ 5357s0ac jista' ]{""entity"": ""ref""} jgħinlek b'xi mod ieħor ."
your booking was successful the reference number is {ref} your table will be reserved for 15 minutes,"is [ soġġorn tiegħek ]{""entity"": ""name""} kien ta' suċċess għal 6 ."
yes that booking was successful for {bookday} the reference number is {ref} anything else you need,"i kien kapaċijniżżel it tabella tiegħek in numru ta' referenza tiegħek huwa [ au4bertg f'kull każ . ]{""entity"": ""ref""}"
i have a table for 6 reserved for you on {bookday} at 14:0 {booktime} they will hold the table for 15 minutes your reference number is {ref},"i kien kapaċijniżżel it tabella tiegħek in numru ta' referenza tiegħek huwa [ au4bertg f'kull każ . ]{""entity"": ""ref""}"
all set you reference number is {ref} may i be of any further assistance,"iva , kien f'pożizzjoni li jirreġistrah [ f'lan hong house , ]{""entity"": ""name""} ikun hemm xi ħaġa li tista' tgħin biha llum ."
all right ive made your reservation the reference number is {ref} is there anything else i can help you with,"il kamra tiegħek ġiet reġistrata b'suċċess in numru ta' konferma tiegħek huwa [ arwor7qp tixtieq ]{""entity"": ""ref""} tgħin ma' kwalunkwe ħaġa oħra"
i have you booked at the express by holiday inn {bookpeople} people for {bookstay} nights starting on {bookday} your reference number is {ref} is there anything else you need,"inti mniżżel fil [ kotba għall ]{""entity"": ""bookday""} ġemella [ tax xemx ]{""entity"": ""ref""}"
your table for {bookpeople} at {name} at {booktime} this {bookday} was successful the table will be reserved for 15 minutes your reference number is:{ref},"it tabella se tkun riservata għan numru ta' referenza ta' 15 il minuta [ . ]{""entity"": ""ref""}"
great i booked that room for you here is your reference number {ref},"its all booked reference number is [ 8l9saxv0 ]{""entity"": ""ref""}"
you are booked into {name} the reference number is {ref} may i help with anything else,"il kamra tiegħek [ f'el shaddai hemm ]{""entity"": ""name""} xi ħaġa oħra li tista' tgħinlek fil preżent ."
it was successful your reference number is {ref},"ok i have a table [ booked for ]{""entity"": ""bookpeople""}[ 7 ]{""entity"": ""ref""}"
your booking was successful reference number is:{ref} is there anything else i can assist you with today,"in numru ta' referenza għall [ vapur tiegħek ]{""entity"": ""ref""} huwa 5338szs0 kemm għandek bżonn biljetti tal ferrovija għal"
great your booking for {bookpeople} people at the restaurant {name} on {bookday} at {booktime} was successful your reference number is {ref},"għal [ friday , ]{""entity"":"" bookday""} l istudju kien ta' [ suċċess ]{""entity"": ""ref""}"
your table has been successfully booked for {bookday} your reference number is {ref} is there anything else i can help you with,"i has managed to book your table for [ 4 is ]{""entity"": ""bookpeople""} there anything else i can help you with"
booking was successful reference number is:{ref} can i be of more assistance,"l ebda problema [ ma tniżżel ]{""entity"": ""name""}[ għajnejk riżerva ]{""entity"": ""bookpeople""} fil [ Ġeorġja . ]{""entity"": ""ref""}"
i was able to book that for you your reference number is {ref} your table will be reserved for 15 minutes,"i was able to book at room at the [ kirkwood house is ]{""entity"": ""bookstay""} there anything else i can help you with today"
ok youre booking was successful here is your reference number:{ref},"numru ta' referenza ta' suċċess ta' l istudju Is suċċess kien ta' [ u4zxjge9 ]{""entity"": ""ref""}"
ok i booked the {name} for you the reference number is {ref} would you like anything else,"kull lemin għamel ir riżerva tiegħek in numru ta' referenza huwa [ ngoq9j96 hemmhekk ]{""entity"": ""ref""} kull ħaġa li tista' tgħinlek"
ive got you booked for 16:{booktime} 0 the reference number is {ref},"in numru [ ta referenza jkun hemmhekk ]{""entity"": ""ref""} kull ħaġa"
okay i booked you a table at {name} your table will be reserved for 15 minutes and the reference number is {ref},"in numru [ ta referenza jkun hemmhekk ]{""entity"": ""ref""} kull ħaġa"
your booking was a success your reference number is:{ref},"ir [ riżerva f'meghna ]{""entity"": ""booktime""}"
i was able to book you for {bookpeople} at the restaurant the total fee is {price} and the reference number is {ref},"ok ir-riżerva tiegħek ġiet magħmula għal 15-il minuta, ikun hemm xi ħaġa oħra li tista' tgħinlek"
that booking was successful your reference number is {ref} is there anything else i can do for you,"numru ta' referenza ta' suċċess huwa [ epwuawm5 ]{""entity"": ""ref""}"
done your reference number is {ref} do you need help with anything else,"i booked you a table for [ 7 can ]{""entity"": ""booktime""} i assist you further today"
yes your booking was successful and the reference number is {ref},"i għamel ir riżervi tiegħek u n numru ta' referenza tiegħek huwa [ ckpi787r ]{""entity"": ""ref""}"
the book for successful did you need the reservation number,"kien f'pożizzjoni li jniżżelk fil ħofra [ tal peking , ]{""entity"":"" name""} it tabella se tinżamm għal 15 il minuta kull ħaġa li nista' ngħin"
your hotel reference number is {ref} how many people do you need train tickets for,"għandek [ bżonn ta' ]{""entity"":"" name""} kull ħaġa oħra"
yes i just did would you like their phone number,"għandek tirrakkomanda li [ l kaċċa ]{""entity"": ""name""} għall [ marriott għandha ]{""entity"": ""ref""} tiġi mibgħuta lilek"
