"- a [hotel]{""entity"": ""type""} please i would like to book it for [6]{""entity"": ""bookpeople""} people for [5]{""entity"": ""bookstay""} nights starting [friday]{""entity"":"" bookday""} i will need a reference number too","- [ il kworum i ]{""entity"": ""type""} se jkollu bżonn ukoll numru ta referenza"
"- im looking for a place to stay on the [north]{""entity"": ""area""} side","- it tfittxija għal post fuq in naħa [ tat Tramuntana ]{""entity"": ""area""}"
"- im looking for one with [0]{""entity"": ""stars""} stars please","- ħares lejn wieħed b'0 [ stillti jekk ]{""entity"": ""stars""} jogħġbok"
"- im looking for a place to stay i want to make sure it is [4]{""entity"": ""stars""} stars and includes free parking can you help with this","- ifittex post li jrid jibqa' żgur li jkun [ 4 stilel ]{""entity"": ""stars""} u jinkludi parkeġġ ħieles , tista' tgħin f'dan"
"- i would prefer something [moderate]{""entity"":"" pricerange""} ly priced in the [centre]{""entity"": ""area""} of town","- i would prefer something [ moderate of ]{""entity"":"" pricerange""} town"
"- hmm yes i suppose i could try one on the [north]{""entity"": ""area""} side of town are there any","- i would prefer something [ moderate of ]{""entity"":"" pricerange""} town"
"- actually i dont think im ready to make a reservation just yet does the location on the north side of town have [4]{""entity"": ""stars""} stars free parking and moderate prices","- effettivament i dont jaħsbu li mhumiex lesti li jagħmlu riżerva , iżda l post fuq in naħa tat Tramuntana tal belt għandu [ 4 stillti ]{""entity"": ""stars""} ta' parkeġġ ħieles u prezzijiet moderati ."
"- konnichiwa i am coming to town and will be staying a few days i need a place in town [centre]{""entity"": ""area""} that offers free parking can you help me","- konnichiwa i amcoming to town and will be staying a few days i need a place in town [ centre that ]{""entity"": ""area""} offers free parking can you help me"
"- i will take one of the [cheap]{""entity"": ""pricerange""} [guesthouse]{""entity"":"" type""} s please","- i will take one of the [ cheap s ]{""entity"": ""pricerange""} please"
"- that sounds great id like to book it for [2]{""entity"": ""bookpeople""} people well be arriving [tuesday]{""entity"": ""bookday""} and wed like to stay for [5]{""entity"": ""bookstay""} nights please","- i will take one of the [ cheap s ]{""entity"": ""pricerange""} please"
"- i am looking for a [hotel]{""entity"": ""type""} to stay at located in the [centre]{""entity"":"" area""}","- jien qed infittex [ lukanda ]{""entity"":"" area""}"
"- i would like [expensive]{""entity"":"" pricerange""} please","- jixtieq li jkun [ għali jekk ]{""entity"":"" pricerange""} jogħġbok"
"- yes you can ill try the [gonville]{""entity"":"" name""}","- iva tista' ma tipprovax tipprova l [ gonville ]{""entity"":"" name""}"
"- please book for [4]{""entity"": ""bookpeople""} people","- jekk jogħġbok ibda [ 4 persuni ]{""entity"": ""bookpeople""}"
"- i will be arriving on [sunday]{""entity"": ""bookday""} and staying for [3]{""entity"": ""bookstay""} nights and there will be [2]{""entity"": ""bookpeople""} people not 4","- i ser jasal fuq il ħajt [ tax xemx ]{""entity"": ""bookday""}[ persuna mhux ]{""entity"": ""bookpeople""} 4"
"- im looking for an [expensive]{""entity"": ""pricerange""} [hotel]{""entity"": ""type""} with free wifi","- ħarsa lejn prezz [ għoli bi ]{""entity"": ""pricerange""} ħlas ħieles"
"- not really on the area but i would like an expensive [guesthouse]{""entity"":"" type""}","- mhux tassew fiż żona iżda tixtieq li jkun hemm ħażna [ żejda ]{""entity"":"" type""}"
"- ok well i guess a [cheap]{""entity"": ""pricerange""} one would work just as well i need a place to stay i would just still need free wifi","- mhux tassew fiż żona iżda tixtieq li jkun hemm ħażna [ żejda ]{""entity"":"" type""}"
"- oh ok sure go ahead and book [4]{""entity"": ""bookpeople""} nights from [tuesday]{""entity"":"" bookday""} there will be [three]{""entity"":"" bookstay""} of us","- mhux tassew fiż żona iżda tixtieq li jkun hemm ħażna [ żejda ]{""entity"":"" type""}"
"- no i need it for [4]{""entity"": ""bookstay""} nights i try another time thanks","- ma għandekx bżonnha għal [ 4 iljieli ]{""entity"": ""bookstay""} i tipprova ħin ieħor grazzi"
"- you dont have a [cheap]{""entity"": ""pricerange""} [guesthouse]{""entity"": ""type""} any area with free wifi for [tuesday]{""entity"":"" bookday""} [4]{""entity"": ""bookstay""} nights [3]{""entity"": ""bookpeople""} people could you please check again","- għandek nies [ irħas jistgħu ]{""entity"": ""pricerange""} jekk [ jogħġbok iċċekkja ]{""entity"": ""bookstay""} għal darb' oħra"
"- can you help me find a hotel called [alphamilton guest house]{""entity"":"" name""}","- tista' tgħinni nsib vawċer imsejjaħ [ alphamilton mars house ]{""entity"":"" name""}"
"- can you book me a reservation for [four]{""entity"":"" bookpeople""} people for four nights starting [monday]{""entity"":"" bookday""}","- tista' tniżżel miegħi riżerva għal [ erbgħa ]{""entity"":"" bookday""}"
"- i want to find a [guesthouse]{""entity"": ""type""} with free parking included can you help","- i trid issib [ kamra b'ipparkjar ]{""entity"": ""type""} ħieles inkluż tista' tgħin tieħu"
"- i would really like something [expensive]{""entity"":"" pricerange""}","- i would really like something [ expensive ]{""entity"":"" pricerange""}"
"- alright lets try for a [cheap]{""entity"": ""pricerange""} [hotel]{""entity"":"" type""}","- l alfals jippruvaw iħallsu bi [ prezz baxx ]{""entity"": ""pricerange""}"
"- i meant a [cheap]{""entity"": ""pricerange""} [guesthouse]{""entity"": ""type""} with free wifi","- i tfisser [ irħis mingħajr ]{""entity"": ""pricerange""} ħlas"
"- sounds good lets book it [8]{""entity"": ""bookpeople""} people for [4]{""entity"": ""bookstay""} nights starting [friday]{""entity"":"" bookday""}","- i tfisser [ irħis mingħajr ]{""entity"": ""pricerange""} ħlas"
"- yo im looking for a place to stay thats as awesome as me [four]{""entity"":"" stars""} stars its gotta have free wifi so i can do my social media know what i mean","- i tfisser [ irħis mingħajr ]{""entity"": ""pricerange""} ħlas"
"- i dont really have a price range anything is fine i would like it to have free parking and wifi though and of course [4]{""entity"": ""stars""} stars like i mentioned","- i dont fil fatt għandha firxa ta' prezzijiet li kwalunkwe ħaġa tkun multa jixtieq li jkollha l ipparkjar u l ipparkjar bla ħlas għalkemm u bejn wieħed u ieħor [ 4 stillti ]{""entity"": ""stars""} bħal dawk imsemmija"
- no either will work just fine,- l-ebda wieħed minnhom mhu se jaħdem biss bħala multa.
"- are there any [4]{""entity"":"" stars""} star hotels which are [moderate]{""entity"":"" pricerange""} ly priced","- hemm kwalunkwe [ prezz inqas ]{""entity"":"" pricerange""} minn 4"
"- a guesthouse is fine im looking for a place in the [north]{""entity"": ""area""} with free parking","- biċċerija tħares lejn post [ fit Tramuntana b'ipparkjar ]{""entity"": ""area""} ħieles"
"- thats good can you book it for [3]{""entity"": ""bookpeople""} people","- tista' tniżżel fil kotba tiegħek għal [ 3 persuni ]{""entity"": ""bookpeople""}"
"- starting [friday]{""entity"": ""bookday""} for [4]{""entity"": ""bookstay""} nights there will be [3]{""entity"": ""bookpeople""} guests","- tista' tniżżel fil kotba tiegħek għal [ 3 persuni ]{""entity"": ""bookpeople""}"
"- yes that would be fine is there a room available for [one]{""entity"":"" bookstay""} night","- iva li tkun multa hemm kamra disponibbli għal lejl [ wieħed . ]{""entity"":"" bookstay""}"
"- i need to find a [guesthouse]{""entity"": ""type""} with a [3]{""entity"": ""stars""} star rating","- għandek bżonn issib klassifikazzjoni tal [ lamtu tal ]{""entity"": ""stars""} biċċerija"
- no i dont i want one that includes free wifi,- l-ebda i dont ma jrid wieħed li jinkludi l-ikel ħieles
"- please book the [hamilton lodge]{""entity"":"" name""} for [6]{""entity"": ""bookpeople""} people","- jekk jogħġbok ikteb [ lill persuna ]{""entity"":"" name""} li tippreżentaha"
"- ill be staying [2]{""entity"": ""bookstay""} nights starting on [wednesday]{""entity"":"" bookday""} oh and there are 6 of us","- għandna nibqgħu [ 2 snin ]{""entity"": ""bookstay""} u hemm 6 minnna"
- can you try the same parameters at another hotel,- tista' tipprova l-istess parametri f'vawċer ieħor
"- the are does not matter just [three]{""entity"":"" stars""} stars and wifi at a guesthouse please","- dawn ma jaffettwawx biss [ tliet stilel ]{""entity"":"" stars""} u ħsejjes f'kamra jekk jogħġbok"
"- do you have information about the hotel [el shaddai]{""entity"":"" name""}","- għandek informazzjoni dwar il parti l kbira ta' [ el deepaddai ]{""entity"":"" name""}"
"- sounds good can you book it for [3]{""entity"": ""bookstay""} nights checking in on [monday]{""entity"":"" bookday""} there will be [7]{""entity"": ""bookpeople""} of us","- għandek informazzjoni dwar il parti l kbira ta' [ el deepaddai ]{""entity"":"" name""}"
"- can we try [one]{""entity"":"" bookstay""} night","- nistgħu nipprovaw [ lejl wieħed ]{""entity"":"" bookstay""}"
"- can you help me find a [moderate]{""entity"": ""pricerange""} price place to stay that includes free parking","- can you help me find a [ moderate price ]{""entity"": ""pricerange""} place to stay that includes free parking"
"- does it also have free wifi and does it have [2]{""entity"": ""stars""} stars","- għandu wkoll laqx ħieles u għandu [ żewġ stilel ]{""entity"": ""stars""}"
- is there somewhere with both free wifi and parking,"- hemmhekk, kemm bi ħlas kif ukoll b'parkeġġ."
"- i wasnt planning to stay in town tonight but it looks like im going to have to can you help me find a pretty [cheap]{""entity"": ""pricerange""} room","- għandu wkoll laqx ħieles u għandu [ żewġ stilel ]{""entity"": ""stars""}"
"- i am looking for a [cheap]{""entity"": ""pricerange""} place to stay including free parking","- i amlooking for a [ cheap place ]{""entity"": ""pricerange""} to stay including free parking"
"- how many stars does it have id like a cheap place in the [west]{""entity"": ""area""} with [4]{""entity"": ""stars""} stars and free parking","- kemm il stilla għandha post baxx fil [ parti l kbira tal stilli ]{""entity"": ""area""} u l parkeġġ ħieles"
- do they have internet there,- għandhom l-internet hemmhekk
"- hi ill be coming in to cambridge and id like a place to stay id like a [guesthouse]{""entity"": ""type""} with free parking","- hi ill be coming in to cambridge and id like a place to stay id like [ aouslyhouse with ]{""entity"": ""type""} free parking"
"- id like it to be in the [east]{""entity"":"" area""} if possible","- jixtieq li jkun fil [ Lvant jekk ]{""entity"":"" area""} ikun possibbli"
"- ill take a [cheap]{""entity"": ""pricerange""} one please","- jekk jogħġbok ħu [ persuna baxxa . ]{""entity"": ""pricerange""}"
- im looking for somewhere to stay with free parking and free wifi,- iħarsu lejn is-soġġorn b'ipparkjar ħieles u ħieles
"- something [cheap]{""entity"": ""pricerange""} would be more within my budget what do you have available","- xi ħaġa [ baxxa tkun ]{""entity"": ""pricerange""} iktar fil baġit tiegħi x'għandek disponibbli"
"- i [dont care]{""entity"":"" area""} about the area just pick one for [monday]{""entity"":"" bookday""}","- [ kura b'i ]{""entity"":"" area""}[ dont ]{""entity"":"" bookday""}"
"- we will be staying for [five]{""entity"":"" bookstay""} nights","- aħna se nibqgħu għal [ ħames iljieli ]{""entity"":"" bookstay""}"
"- no it will be me and a friend we will be staying for [5]{""entity"": ""bookstay""} nights and arriving on monday","- aħna se nibqgħu għal [ ħames iljieli ]{""entity"":"" bookstay""}"
"- well can you maybe try it for [3]{""entity"": ""bookstay""} nights","- wieħed jista' jitkellem magħha għal [ 3 iljieli ]{""entity"": ""bookstay""}"
"- i am looking for an [expensive]{""entity"": ""pricerange""} [hotel]{""entity"": ""type""} with free parking","- i amlooking for an [ expensive with ]{""entity"": ""pricerange""} free parking"
"- no thats not important to me but i would prefer to stay in a [guesthouse]{""entity"": ""type""} with free parking","- l ebda ħaġa li mhijiex importanti għalija iżda li nippreferu nibqgħu [ f'kamra b'ipparkjar ]{""entity"": ""type""} ħieles"
"- [cheap]{""entity"": ""pricerange""} would be fine as well","- [ l irħas ikun ]{""entity"": ""pricerange""} il multa wkoll"
"- yes can you make a reservation for [4]{""entity"": ""bookstay""} nights starting [wednesday]{""entity"":"" bookday""} there are [5]{""entity"": ""bookpeople""} people in my party","- iva tista' tagħmel riżerva għal [ 4 persuni ]{""entity"": ""bookstay""} fil partit tiegħi"
"
","
"
intent (DONT TRANSLATE): restaurant-inform,intent (DONT TRANSLATE): restaurant-inform
"- thank you im also looking for a restaurant ideally an [italian]{""entity"": ""food""} place in the same price range in the [centre]{""entity"":"" area""}","- għandek tħares ukoll lejn xi ħaġa ideali [ . ]{""entity"":"" area""}"
"- is the name of the restaurant [ask]{""entity"": ""name""} restaurant","- huwa l isem tal qarrej li qed [ jagħmel it talba ]{""entity"": ""name""}"
"- yes book it for the [same group of people]{""entity"":"" bookpeople""} on the [same day]{""entity"":"" bookday""} at [18:45]{""entity"":"" booktime""} can i get the reference number please","- iva għall [ istess grupp ta' nies tista' ]{""entity"":"" bookpeople""} tieħu n numru ta' referenza jekk jogħġbok"
"- im looking for a restaurant in cambridge called [nandos city centre]{""entity"":"" name""}","- it tfittxija għal rivoluzzjoni fil pont imsejjaħ [ ċentru tal belt tan nandos ]{""entity"":"" name""}"
"- i want to book a table for [4]{""entity"": ""bookpeople""} people at [15:00]{""entity"": ""booktime""} on [wednesday]{""entity"":"" bookday""} please give me a reference number","- i trid tikteb tabella għal [ 4 jekk ]{""entity"": ""bookpeople""} jogħġbok agħtih numru ta' referenza"
"- i want a restaurant in the city [centre]{""entity"": ""area""} that serves [italian]{""entity"": ""food""} food","- i trid tikteb tabella għal [ 4 jekk ]{""entity"": ""bookpeople""} jogħġbok agħtih numru ta' referenza"
"- i am interested in a restaurant that is in the [expensive]{""entity"": ""pricerange""} price range","- i trid tikteb tabella għal [ 4 jekk ]{""entity"": ""bookpeople""} jogħġbok agħtih numru ta' referenza"
- sure how close is the cafe from my current location,- assigura li l-għeluq ikun l-għeluq mill-post attwali tiegħi
"- yes please id like a table for [6]{""entity"": ""bookpeople""} at [18:45]{""entity"": ""booktime""} on [friday]{""entity"":"" bookday""}","- iva jekk jogħġbok id bħala tabella [ għal 6 ]{""entity"": ""booktime""}"
"- id also like to try a restaurant a friend mentioned the [nirala]{""entity"":"" name""}","- nixtieq ukoll nipprova ħass ħażin imsemmi hawn fuq [ . ]{""entity"":"" name""}"
"- yes id like a reservation for 5 at [19:30]{""entity"":"" booktime""} please","- iva bħala riżerva għal 5 f'Ġerusalemm [ jekk jogħġbok ]{""entity"":"" booktime""}"
"- yes the [same day]{""entity"":"" bookday""} can i get the reference number please","- iva [ fl istess jum tista tieħu ]{""entity"":"" bookday""} n numru ta referenza jekk jogħġbok"
"- i want to find an [italian]{""entity"": ""food""} place to eat near the [center]{""entity"":"" area""} of cambridge","- iva [ fl istess jum tista tieħu ]{""entity"":"" bookday""} n numru ta referenza jekk jogħġbok"
"- i would like for the restaurant to be [expensive]{""entity"":"" pricerange""}","- nixtieq li l ġugarelli jkunu [ għaljin ]{""entity"":"" pricerange""}"
"- i would like to book a table for [2]{""entity"": ""bookpeople""}","- i would like to book a table for [ 2 ]{""entity"": ""bookpeople""}"
"- i need the reservation for [saturday]{""entity"": ""bookday""} at [18:15]{""entity"": ""booktime""} and i need the reference number too","- i għandhom bżonn ir riżerva [ għall ġugarelli ]{""entity"": ""bookday""}[ u għandhom ]{""entity"": ""booktime""} bżonn ukoll in numru ta referenza"
"- yes i need to find a restaurant called the [cow pizza kitchen and bar]{""entity"": ""name""}","- iva għandek bżonn issib żraben imsejħa l [ kċina tal baqra u l bar ]{""entity"": ""name""}"
"- im looking for an [expensive]{""entity"": ""pricerange""} restaurant that serves [thai]{""entity"": ""food""} food please","- ħarsa lejn ikel [ għali jekk ]{""entity"": ""pricerange""} jogħġbok"
"- i [dont have a preference]{""entity"":"" area""} in the area i suppose you could book me a table for [two]{""entity"":"" bookpeople""} people at [12:30]{""entity"": ""booktime""} on [saturday]{""entity"":"" bookday""} also could i get the reference number","- i [ dont għandha wkoll preferenza tista' ]{""entity"":"" area""} tieħu n numru ta' referenza"
- i need to find a restaurant in the wast part of town,- għandna bżonn insibu soluzzjoni fil-parti tal-iskart tal-belt
"- could you also book me a taxi between the two location i would like to be to the restaurant by [12:30]{""entity"":"" booktime""}","- i [ dont għandha wkoll preferenza tista' ]{""entity"":"" area""} tieħu n numru ta' referenza"
"- i am also looking for a restaurant called the [michaelhouse cafe]{""entity"":"" name""}","- jien qed infittex ukoll ċelebrazzjoni msejħa l [ Ġenerazzjoni tal Ġenerazzjoni tal Ġebel ]{""entity"":"" name""}"
"- im looking for a [moderate]{""entity"":"" pricerange""} ly priced place to eat thats in the [centre]{""entity"": ""area""} of town","- jien qed infittex ukoll ċelebrazzjoni msejħa l [ Ġenerazzjoni tal Ġenerazzjoni tal Ġebel ]{""entity"":"" name""}"
"- i [dont have a preference]{""entity"":"" food""}","- i [ dont għandhom preferenza ]{""entity"":"" food""}"
"- im also looking for a restaurant that is in the [expensive]{""entity"": ""pricerange""} price range and serves [spanish]{""entity"": ""food""} food","- i [ dont għandhom preferenza ]{""entity"":"" food""}"
"- is there a restaurant in the [expensive]{""entity"": ""pricerange""} price range that serves [british]{""entity"": ""food""} food","- hemm żieda [ qawwija fl ]{""entity"": ""pricerange""} ikel għali"
"- i [dont care]{""entity"":"" area""}","- [ kura b'i dont ]{""entity"":"" area""}"
"- lets go ahead and make a reservation for [6]{""entity"": ""bookpeople""} at [19:30]{""entity"": ""booktime""} for this coming [wednesday]{""entity"":"" bookday""} oh and can i get that reference number too please","- il bdiewa jmorru' l quddiem u jagħmlu riżerva għal [ 6 snin ]{""entity"": ""bookpeople""} u jistgħu jiksbu dak in numru ta' referenza ukoll jekk jogħġbok"
"- can you find a restaurant the serves [gastropub]{""entity"": ""food""} food and is on the [east]{""entity"": ""area""} side","- tista' ssib xi ħaġa fuq il [ parti gastropubblika ]{""entity"": ""area""}"
- yes i would like you to provide me the address and phone number of that restaurant,- iva nixtieq nipprovdili l-indirizz u n-numru tat-telefown ta' dak l-istejjer
"- can i book a reservation for [7]{""entity"": ""bookpeople""} at [13:00]{""entity"": ""booktime""} this [friday]{""entity"":"" bookday""}","- can i book a reservation [ for 7 ]{""entity"": ""booktime""}"
"- im looking for the [cotto]{""entity"": ""name""} restaurant","- it tfittxija għall ġugarelli [ tal ġugarelli ]{""entity"": ""name""}"
"- not currently no can you give me the full address of [cotto]{""entity"":"" name""} i need the address postcode and area please","- it tfittxija għall ġugarelli [ tal ġugarelli ]{""entity"": ""name""}"
"- i [dont have a preference]{""entity"":"" area""} but i would also like ot find a restaurant called the [cow pizza kitchen and bar]{""entity"":"" name""}","- i dont għandhom [ preferenza ]{""entity"":"" name""}"
"- thats not necessary thank you you could however find me a restaurant a friend mentioned i think it was called [the cow pizza kitchen and bar]{""entity"":"" name""}","- li ma kienx meħtieġ li wieħed jissejjaħ għaliex wieħed seta' jsibni ħassieb imsemmi fil ħsieb li kien imsejjaħ il [ ħassieb u l bar tal baqra ]{""entity"":"" name""}"
"- im looking for an [italian]{""entity"": ""food""} restaurant i also need it to be near the [center]{""entity"":"" area""} of town","- li ma kienx meħtieġ li wieħed jissejjaħ għaliex wieħed seta' jsibni ħassieb imsemmi fil ħsieb li kien imsejjaħ il [ ħassieb u l bar tal baqra ]{""entity"":"" name""}"
"- i need a [cheap]{""entity"": ""pricerange""} restaurant","- i għandek bżonn ta' [ żraben irħas ]{""entity"": ""pricerange""}"
"- can you book a table for [7]{""entity"": ""bookpeople""} at [ask]{""entity"":"" name""} were looking at [14:00]{""entity"": ""booktime""} on [saturday]{""entity"":"" bookday""}","- tista' tikteb tabella għal [ 7 ]{""entity"":"" bookday""}"
"- can you try [13:00]{""entity"":"" booktime""} then","- tista' titkellem [ imbagħad ]{""entity"":"" booktime""}"
"- i would like to book a hotel close to our restaurant here in the [centre]{""entity"":"" area""} it will also need to be [cheap]{""entity"":"" pricerange""} and have free parking","- nixtieq nippreżenta kuntratt viċin il ħbieb tagħna hawnhekk [ fiċ ċentru u ]{""entity"":"" area""} nipparkja b'xejn"
"- find me a [mediterranean]{""entity"": ""food""} restaurant in the [centre]{""entity"": ""area""} of cambridge","- issibni [ ċittadinanza ta' ]{""entity"": ""food""} l Arċisqof"
- yes please book that for me,- iva jekk jogħġbok ikteb dak għalija
"- i need the table booked for [monday]{""entity"": ""bookday""} at [12:15]{""entity"": ""booktime""} for [3]{""entity"": ""bookpeople""} people thanks also could i get the ref ","- i għandek bżonn it tabella [ mniżżla għal ]{""entity"": ""bookday""} nies [ imħarrġa bis ]{""entity"": ""booktime""} saħħa tagħha wkoll tista' tieħu r ref"
- that will be fine,- din se tkun il-multa
"- i am in need of an [expensive]{""entity"": ""pricerange""} [indian]{""entity"": ""food""} restaurant for dinner","- hemm bżonn ta' żieda [ qawwija għal ]{""entity"": ""pricerange""} kulħadd"
"- i [dont care]{""entity"":"" area""} what part of town it is in i would like a phone number please","- i [ dont care what ]{""entity"":"" area""} part of town it is in i would like a telephone number please"
"- hello i am looking for a restaurant in the town [centre]{""entity"": ""area""} that serves [british]{""entity"": ""food""} food","- is sitwazzjoni fil [ Ħarifa ]{""entity"": ""food""}"
"- yes im looking for a [moderate]{""entity"":"" pricerange""} ly priced restaurant with [british]{""entity"": ""food""} food","- iva għal [ ikel moderat ]{""entity"": ""food""}"
"- sure i will be booking [3]{""entity"": ""bookpeople""} people at [17:45]{""entity"": ""booktime""} on [wednesday]{""entity"":"" bookday""} could i also get the reference number please","- assigura li se tkun il Deskrizzjoni [ 3 tista ]{""entity"": ""bookpeople""} wkoll tieħu n numru ta referenza jekk jogħġbok"
"- i am looking for suggestions for a [cheap]{""entity"":"" pricerange""} er restaurant in the [center]{""entity"":"" area""} of town","- i amlooking for suggestions [ for a cheap of ]{""entity"":"" pricerange""} town"
"- [not really]{""entity"":"" food""} just get me a table for [3]{""entity"": ""bookpeople""} on [tuesday]{""entity"": ""bookday""} at [17:00]{""entity"": ""booktime""}","- [ mhux tassew ]{""entity"":"" food""}"
"- yes please if that time doesnt work we can try for [16:00]{""entity"":"" booktime""}","- iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , [ jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva , jekk iva ]{""entity"":"" booktime""}"
- i am looking for a centrally located upscale restaurant,- jien qed infittex pjan direzzjonali li jinsab f'post ċentrali
"- for [3]{""entity"": ""bookpeople""} people at [17:30]{""entity"": ""booktime""} on [sunday]{""entity"":"" bookday""} reference number please","- għal [ 3 numri ]{""entity"": ""bookpeople""} ta referenza jekk jogħġbok"
"- im looking for the restaurant named [la raza]{""entity"":"" name""}","- ħarsa lejn is silġ imsejjaħ [ la raza ]{""entity"":"" name""}"
"- no instead reserve a table for [3]{""entity"": ""bookpeople""} at [18:30]{""entity"": ""booktime""} on [thursday]{""entity"":"" bookday""} please send me the reference number","- minflok , ma rriservax tabella għal [ 3 jekk ]{""entity"": ""bookpeople""} jogħġbok ibgħatli n numru ta' referenza"
"- im looking for an [expensive]{""entity"": ""pricerange""} restaurant in the [center]{""entity"":"" area""} of town","- it tfittxija għal spiża [ tal belt ]{""entity"":"" area""}"
"- i [dont care]{""entity"":"" food""} about food surprise me","- [ kura i dont dwar ]{""entity"":"" food""} l ikel għalija"
"- i would like a table for [5]{""entity"": ""bookpeople""} at [11:30]{""entity"": ""booktime""} on [tuesday]{""entity"":"" bookday""} and i will need the reference number thanks","- i would like a table for [ 5 and ]{""entity"": ""bookpeople""} i will need the reference number thanks"
- no but i will need a taxi between the hotel and the booked restaurant,- l-ebda ħaġa iżda se jkollha bżonn ta' taxi bejn il-lukanda u l-ġugarelli kkummerċjalizzati
"- im looking for an [expensive]{""entity"": ""pricerange""} restaurant that serves [gastropub]{""entity"": ""food""} type food","- i would like a table for [ 5 and ]{""entity"": ""bookpeople""} i will need the reference number thanks"
"- are any of these in the [east]{""entity"": ""area""} part of town","- i would like a table for [ 5 and ]{""entity"": ""bookpeople""} i will need the reference number thanks"
"- i want to book a table for [4]{""entity"": ""bookpeople""} people at [16:00]{""entity"": ""booktime""} on [friday]{""entity"":"" bookday""}","- i want to book a table [ for 4 ]{""entity"": ""booktime""}"
"- is it available at [15:00]{""entity"":"" booktime""}","- tkun disponibbli fuq is sit tal [ internet ]{""entity"":"" booktime""}"
"- yes i am looking for a restaurant in the [west]{""entity"": ""area""} that serves [indian]{""entity"": ""food""} food","- iva qed infittex riċetta fl ikel tal [ Punent ]{""entity"": ""area""}"
"- the restaurant should be in the [expensive]{""entity"": ""pricerange""} price range","- il prezzijiet għandhom [ ikunu għoljin ]{""entity"": ""pricerange""}"
"- [tandoori palace]{""entity"": ""name""} has a catchy name could you book me a table there for the [same group of people]{""entity"":"" bookpeople""} on the [same day]{""entity"":"" bookday""} at [17:15]{""entity"":"" booktime""}","- il prezzijiet għandhom [ ikunu għoljin ]{""entity"": ""pricerange""}"
"- yes i am looking for a place to eat in [south]{""entity"": ""area""} cambridge that is more on the [expensive]{""entity"": ""pricerange""} side","- il prezzijiet għandhom [ ikunu għoljin ]{""entity"": ""pricerange""}"
"- i would prefer [vegetarian]{""entity"": ""food""} food","- il prezzijiet għandhom [ ikunu għoljin ]{""entity"": ""pricerange""}"
"- i would like to try [chinese]{""entity"": ""food""} food then","- i would like to try [ chinese food ]{""entity"": ""food""} then"
"- i want a table for [6]{""entity"": ""bookpeople""} people at [11:30]{""entity"": ""booktime""} on [tuesday]{""entity"":"" bookday""}","- i want a table [ for 6 ]{""entity"": ""booktime""}"
"- i am looking for a [moderate]{""entity"":"" pricerange""} ly priced place to dine in the [centre]{""entity"": ""area""} of cambridge","- i want a table [ for 6 ]{""entity"": ""booktime""}"
"- i would like a [polynesian]{""entity"": ""food""} restaurant please","- jixtieq li jkollok riċetta [ polari għall pollakkju jekk ]{""entity"": ""food""} jogħġbok"
"- are there any [turkish]{""entity"": ""food""} restaurants","- hemm xi ristoranti [ tal Ġugarelli ]{""entity"": ""food""}"
"- ill be dining [saturday]{""entity"": ""bookday""} at [7 pm]{""entity"":"" booktime""} there are [3]{""entity"": ""bookpeople""} in my party also i need to know if there are any trains leaving [sunday]{""entity"": ""day""} going to [peterborough]{""entity"":"" destination""}","- għad irid jitħalla [ vojt ]{""entity"":"" destination""}"
"- thanks im also looking for an [expensive]{""entity"": ""pricerange""} restaurant in the [center]{""entity"":"" area""} of town","- il Parlament Ewropew għandu jadotta riżoluzzjoni dwar is sitwazzjoni [ fil Ġeorġja ]{""entity"":"" area""}"
"- i am looking for something that serves [italian]{""entity"": ""food""} cuisine","- jien qed infittex xi ħaġa li sservi [ għall għaġin ]{""entity"": ""food""}"
"- so long as theyre [expensive]{""entity"":"" pricerange""} and in the [center]{""entity"":"" area""} of town i would thank you","- sakemm ma jkunux jiswew [ ħafna flus ]{""entity"":"" pricerange""} mill belt , tista' tisma'"
"- thank you i am also looking for information about the [golden wok]{""entity"": ""name""} restaurant","- għandek ukoll tħares lejn informazzjoni dwar il [ logħob tal azzard ]{""entity"": ""name""}"
"- i would like to eat not too pricy or cheap in [centre]{""entity"": ""area""} of town","- nixtieq li ma nkunux ta' prijorità jew irħas wisq fiċ [ ċentru tal ]{""entity"": ""area""} belt"
- no can you recommend something,- ma tistax tirrakkomanda xi ħaġa
- i am not sure what youre asking me id like a recommendation for a restaurant please,- i amnot sure what youre asking me id like a recommendation for a substance please
"- actually i would like [turkish]{""entity"": ""food""} food","- nixtieq li ma nkunux ta' prijorità jew irħas wisq fiċ [ ċentru tal ]{""entity"": ""area""} belt"
"- thanks im also wondering what kind of information you have on [pizza express]{""entity"":"" name""}","- permezz ta' imgħaġġel ukoll tista' tgħid x'tip ta' informazzjoni għandek fuq l [ istampa espliċita . ]{""entity"":"" name""}"
"- great i also need an [expensive]{""entity"": ""pricerange""} restaurant in the [west]{""entity"": ""area""} that serves [persian]{""entity"": ""food""} for the same day and party as well please","- għandek bżonn ukoll spiża għall istess [ ġurnata u ]{""entity"": ""food""} parti wkoll jekk jogħġbok"
