doesnt matter,kwistjoni prinċipali u,18
four,erba' partijiet tal,18
cow pizza kitchen,kċina tal baqra jekk,18
indian,ikel tal Lvant Nofsani,18
indian,aktar tard minn 12 il,18
does not matter,ma għandhiex x'taqsam,18
west,Punent jekk jogħġbok,18
mexican,tradizzjonali sservi,18
doesnt really matter,tgħid x'tista',18
bloomsbury,għaġin tal uffiċċju,18
indian,chinese dan il fuljett,18
cow pizza kitchen,kċina tal baqra jekk,18
13:15,sabiex wieħed ikun,18
11:45,jum jista' jkollok,18
one,biljett wieħed biss,18
18:30,tluq jekk jogħġbok,18
norwich,u mingħand ħaddieħor,18
same day,fl istess ġurnata bħar,18
london liverpool street,lit toroq tal fwied,18
birmingham new street,il pont,18
21:00,"pajjiż , jiġifieri",18
sunday,ħofra fuq ix xemx .,18
london kings cross,għall istazzjon tat,18
london liverpool street,lit toroq tal fwied,18
1,bini tal kejtering,18
entertainment,ta' divertiment imbagħad,18
kings hedges,hedges tal ispettaturi,18
funky fun house,fun house ta' l imħabba,18
museum,fl istess żona bħall,18
centre,cambridge artworks can,18
centre,cambridge artworks can,18
kings college,kulleġġ tal ġugarelli u,18
cafe jello museum,ġugarelli tal ġojjelli,18
west,parti tal punent tal,18
north,first in the center s,18
centre,disponibbli fiċ ċentru,18
kings hedges,hedges tal ispettaturi,18
cafe jello museum,ġugarelli tal ġojjelli,18
hotel,vawċer u l vawċer .,17
two,żewġt iljieli jekk,17
alexander bed and breakfast,ta' alexander u ż żraben,17
two,żewġt iljieli jekk,17
hotel,vawċer b'ipparkjar,17
north,fit Tramuntana jrid,17
hotel,vawċer b'ipparkjar,17
hotel,vawċer b'ipparkjar,17
no preference,l ebda preferenza ma tista,17
expensive,jiswa ħafna flus .,17
4,4 klassifikazzjoni,17
the cambridge belfry,tal Parlament Ewropew,17
hobsons house,pożizzjoni tiegħu dwar,17
hotel,same group of people,17
hotel,tal lamtu tal lamtu,17
hotel,acorn marshouse what,17
expensive,għalja b'ipparkjar,17
two,medda moderata tal,17
dont have a preference,dont għandha preferenza għaż żona,17
guesthouse,kamra b'ipparkjar,17
guesthouse,kamra b'ġugarelli u,17
guesthouse,kamra b'ipparkjar,17
eastern european,għawm tal Lvant jekk,17
middle eastern,ikel tal Lvant Nofsani,17
no preference,l ebda preferenza m'għandek,17
13:15,Iva jekk jogħġbok,17
expensive,ħafna flus x'inhuma,17
galleria,magħruf bħala l Kawkaw,17
sesame restaurant and bar,siġra u l bar,17
chiquito restaurant bar,bar chiquito considered,17
restaurant alimentum,tiegħu .,17
middle eastern,ikel tal Lvant Nofsani,17
italian,jgħaddu għall ewwel,17
no preference,l ebda preferenza ma tista,17
4,4 klassifikazzjoni,17
entertainment,tospita fl istess żona,17
friday,iż żona taċ ċentru,17
all saints church,jħalli l kbir kollu tal,17
restaurant one seven,u sebgħa,17
16:45,biex tasal sa 16 il,17
stansted airport train station,ta' l ajruport ta' oriġini,17
16:45,i se jkollu bżonn,17
5:11,ħames passiġġieri,17
6,6 persuni foqra li,17
15:00,Ħonduras fil pont,17
19:00,jkunu kemm jista',17
kings lynn,mill konjizzjoni tal,17
same group of people,istess grupp ta' nies jekk,17
london liverpool street,toroq tal fwied,17
6,6 persuni foqra li,17
bishops stortford,jogħġbok imla l,17
boat,tad dgħajjes f'dik,17
same area,fl istess qasam bħall,17
all saints church,Ġeorġja,17
entertainment,tal kisba tal ħajja,17
entertainment,sports multiplu jekk,17
christs college,kulleġġ tal ġugarelli,17
jesus college,kulleġġ tal ġugarelli,17
christs college,kulleġġ tal ġugarelli,17
holy trinity church,imla l,17
holy trinity church,ħlas għad,17
"place""",il Ġerusalemm jista',17
holy trinity church,jogħġbok imla l,17
cheap,irħis b'ipparkjar,16
north,tat Tramuntana tal,16
west,pożizzjoni tiegħu,16
guesthouse,kamra disponibbli,16
north,tat Tramuntana tal,16
1,lejl wieħed jekk,16
3,lejl wieħed jekk,16
guesthouse,kamra disponibbli,16
a and b guest house,f'dar u f'ġewwa,16
hotel,vawċer partikolari,16
guesthouse,jiġu implimentati .,16
huntingdon marriott hotel,tal donmarriott tal kaċċa,16
a and b guest house,dar b'żewġt ikmamar,16
four,jirreġistra għall,16
moderate,does not matter just,16
friday,jippreżentaha għal,16
guesthouse,medda moderata tal,16
1,lejl wieħed biss,16
frankie and bennys,kejk u l ġibs huma,16
city stop restaurant,belt tieqaf .,16
south african,lejl tan Nofsinhar ma,16
singaporean,bħala ikel singaġenu,16
8:45,8 snin fuq friday,16
south,fin Nofsinhar jekk,16
american,tirriżervali tabella,16
mahal of cambridge,Ġurnal ta' Attakk,16
british,d dgħajsa tar ross,16
tuesday,expensive food pick,16
cineworld cinema,ċinema ta' l ivvjaġġar,16
18:30,02 ta' Settembru,16
10:15,02 ta' Settembru,16
10:30,tal ġibjun għall,16
city stop restaurant,waqfa tal belt,16
restaurant two two,żewġ,16
11:00,għaddejja minnha,16
lovell lodge,ħażna tal ġugarelli,16
dojo noodle bar,bar tal labra dojo,16
clare college,kulleġġ tal ġugarelli,16
08:15,tista' tiġbed in,16
16:45,tista' tiġbed in,16
gonville hotel,gonvilleanniku jista' jġib,16
doesnt matter,tkomplija tal ħidma,16
london kings cross,"salib it tobba ,",16
london kings cross,s salib ta' l,16
london kings cross,mis salib ta',16
london kings cross,mill ġenbejn jaqsam,16
london kings cross,s salib ta',16
bishops stortford,ajru .,16
london kings cross,mis salib tal,16
same group of people,istess grupp ta' nies,16
15:45,15 ta' Settembru .,16
bishops stortford,tagħmel biċċiet .,16
london kings cross,il ħoġor,16
15:00,l Ġimgħa l Ġimgħ,16
london kings cross,mis salib tat,16
stansted airport,.,16
same group of people,istess grupp ta' nies,16
kings lynn,mill Ġerusalem jekk,16
bishops stortford,cambridge,16
doesnt matter,tkomplija tal ħidma,16
10:30,dawk li jaqsmu l,16
tuesday,fruntieri jkollhom,16
scott polar museum,ikun hemm bżonn,16
holy trinity church,ħlas għad dħul,16
all saints church,ġugarelli kollha,16
same area,fl istess żona bħall,16
"place""",tad dgħajjes f'dik,16
not really,mhux tassew x'inhu,16
queens college,kulleġġ tal kjuwijiet,16
same area,fl istess żona bħall,16
cherry hinton water play,ilma cherry hinton,16
same area,fl istess żona bħall,16
same area,fl istess żona bħall,16
funky fun house,fun house tal Ministeru,16
fitzwilliam museum,każinò fittizju,16
fitzwilliam museum,vawċer fittizju,16
concerthall,kulleġġ tal ġugarelli,16
same area,fl istess żona bħall,16
all saints church,tal ġugarelli kollha,16
funky fun house,fun house tal Ministeru,16
the man on the moon,fuq il ġugarelli,16
south,tan nofsinhar tal,15
bridge guest house,kmamar tal pont,15
warkworth house,Parlament Ewropew .,15
same group of people,istess grupp ta',15
hotel,il lukanda jkun,15
dont really care,dont fil fatt toqgħod,15
guesthouse,f'kamra għalkemm,15
university arms hotel,armi universitarji,15
hotel,medda moderata tal,15
cambridge belfry,fuq il ponta li,15
5,jogħġbok agħtih,15
bridge guest house,kamra tal pont,15
two,żewġt iljieli li,15
ashley hotel,il vawċer ashley liema,15
south,tan nofsinhar tal,15
2,iljieli minflok,15
ask,jagħmel it talba,15
pizza express,istampa espliċita .,15
south,fin nofsinhar tal,15
dojo noodle bar,bar tal ġojjelli,15
south,tan Nofsinhar tal,15
the missing sock,l għonq nieqes,15
cheap,żraben irħas oħra,15
does not matter,ma tikkonċernax,15
indian,għall konsumaturi,15
indian,għall konsumaturi,15
prezzo,ġenb għal 8 fuq,15
european,interessata wkoll,15
centre,internazzjonali .,15
expensive,qawwija fil prezz,15
18:30,jekk jogħġbok u,15
little seoul,ftit ġugarelli jekk,15
chinese,chinese dan il fuljett,15
dont care,kura tal i dont jekk,15
meze bar restaurant,ħawħa tal,15
chinese,chinese dan il fuljett,15
13:15,13 il sena wara .,15
british,b'ikel ħanin jista',15
little seoul,ftit ġugarelli jekk,15
rajmahal,għajnuna tiegħek ?,15
21:30,jekk jogħġbok i,15
guesthouse,f'kamra għalkemm,15
hamilton lodge,lodge ta' l isponża,15
13:45,13 ta Settembru .,15
17:00,Sigurtà fl Ikel,15
1:00,1gaben and going,15
the junction,l istruzzjoni jekk,15
holy trinity church,l oġġett jiġi,15
yippee noodle bar,nipproduċi bar għall,15
riverside brasserie,baċir tax xmara,15
09:30,tas Sitwazzjoni,15
1:00,1gaben and going,15
bishops stortford,twelid,15
bishops stortford,għall istudji,15
bishops stortford,Settembru,15
norwich,mingħajr ma jkunu,15
9:30,ferrovija għall,15
stansted airport,ajruport ta',15
london kings cross,il pont,15
same amount of people,istess ammontta nies li,15
norwich,mingħajr ferrovija,15
13:30,għall ikel jekk,15
1,"persuna waħda ,",15
dont have a preference,l i dont għandha preferenza fuq,15
bishops stortford,persuna li,15
stansted airport,ajruport ta',15
1,1 għandhiex tkun,15
same group of people,istess grupp ta',15
cambridge,pont tal ekwipaġġ,15
stansted airport,ajruport ta',15
18:00,ebda preferenza,15
bishops stortford,imla l,15
any,kwalunkwe ħin fuq,15
one,biljett wieħed .,15
stansted airport,ajruport ta' l ajruport,15
stansted airport,ajruport ta',15
expensive,medda tal prezzijiet,15
expensive,medda tal prezzijiet,15
all saints church,knisja kollha li,15
moderate,bini tal kejtering,15
london kings cross,marda li,15
south,fin nofsinhar ta',15
theatre,pjuttost imbiegħda,15
south,fin nofsinhar ta',15
all saints church,knisja kollha li,15
museum,knisja kollha li,15
south,tan nofsinhar tal,15
south,tan nofsinhar tal,15
dont have a preference,dont għandek preferenza tista',15
old schools,iskejjel il qodma,15
south,tan Nofsinhar ta',15
theatre,ilma cherry hinton,15
cafe jello gallery,ħaġa tista',15
the junction,id direzzjoni liema,15
south,tan nofsinhar tal,15
multiple sports,sportivi multipli,15
south,tan nofsinhar tal,15
stansted airport,f'ajruport ta',15
bridge guest house,kmamar tal pont,15
entertainment,il Ġerusalemm jista',15
cafe jello gallery,lil xi ħadd li,15
little seoul,ftit ġugarelli jekk,15
lensfield hotel,Logħob tal lenti,15
hamilton lodge,għall ivvjaġġar,14
moderate,moderata bi prezz baxx,14
expensive,kklassifikata xi,14
cityroomz,facilitiesroomz please,14
ashley hotel,vawċer tal irmied,14
moderate,moderata bi prezz baxx,14
hotel,irreġistrah għal,14
lovell lodge,istudenti jistgħu,14
north,fit Tramuntana u,14
cheap,firxa baxxa tal,14
a and b guest house,a u b żraben,14
moderate,moderata bi prezz baxx,14
dont have a preference,dont għandha preferenza f'liema,14
acorn guest house,acornbilanċ ta' dar .,14
2,Unjoni Ewropea,14
hotel,vawċer b'saħħtu,14
lensfield hotel,każinò tal lenti,14
sunday,proċess tax xemx,14
a and b guest house,msejħa' a'u' b'house',14
4,tal manifattur,14
sunday,ħarifa tax xemx,14
lensfield hotel,arbli tal lenti,14
south,fin Nofsinhar li,14
cheap,persuna baxxa .,14
golden wok,logħob tal azzard,14
16:45,jistgħu jiksbu,14
swedish,istess grupp ta',14
9:45,9 ta' Settembru,14
11:15,11 ta' Settembru,14
cheap,kbira tal irħis,14
indian,għall ġugarelli,14
cheap,irħis x'għandek,14
british,ikel ħelu jekk,14
same area,fl istess żona xi,14
rice boat,dgħajsa tar ross,14
british,għalja b'saħħitha,14
south,tan Nofsinhar ma,14
golden house,dar residenzjali,14
dont care,kura b'i dont tagħżel,14
19:45,wkoll jingħata,14
cheap,kbira tal irħis,14
curry prince,għall ivvjaġġar,14
lovell lodge,istudenti jistgħu,14
kettles yard,tarzna tal ħrief,14
centre,iż żona taċ ċentru,14
11:15,11 ta' Settembru,14
02:45,02 ta' Settembru,14
22:15,22 ta' Settembru,14
11:15,11 ta' Settembru,14
08:15,08 ta' Settembru,14
16:45,16 ta' Settembru,14
15:15,15 ta' Settembru,14
24:30,24 ta' Settembru30,14
05:00,jitilqu lejn l,14
cambridge punter,punter tal,14
1:15,1 ta' Settembru,14
12:30,mill ġugarelli,14
04:00,trasport fro .,14
16:45,16 ta' Settembru,14
the lucky star,tal ġugarelli jekk,14
22:15,22 ta' Settembru,14
rice boat,dgħajjes tar ross,14
yippee noodle bar,Settembru,14
funky fun house,kollu f'dar fejn,14
17:45,17 ta' Settembru,14
stansted airport,mill ajruport ta',14
bishops stortford,appoġġ tiegħi .,14
10:45,soċjetà ċivili,14
london kings cross,l Ġimgħa,14
stansted airport,cambridge,14
13:59,l ispejjeż tal,14
1,biljett wieħed,14
16:15,16 ta' Settembru,14
21:15,21 ta' Settembru,14
20:15,20 ta' Settembru,14
saturday,jixtiequ jitilqu,14
cambridge,tgħaddi minn fuq,14
stansted airport,mill ajruport ta',14
16:15,16 ta' Settembru,14
one,"persuna waħda ,",14
stansted airport,cambridge,14
monday,eżemplari tista',14
peterborough,fromblanc toate,14
sunday,jistabbilixxi .,14
1,biljett wieħed,14
16:15,16 ta' Settembru,14
13:45,13 ta' Settembru,14
08:30,08 ta' Settembru30,14
9:15,9 ta' Settembru,14
1,biljett wieħed,14
13:45,13 ta' Settembru,14
cambridge,tal Ġenerazzjoni,14
20:15,20 ta' Settembru,14
gallery at twelve,sena .,14
theatre,hemm sustanza taċ,14
whale of a time,jekk jogħġbok,14
museum,ikkuntattja lil,14
mumford theatre,missjoni,14
museum,mill ħamsinijiet,14
dont have a preference,i dont għandu preferenza jekk,14
theatre,sportiva multipla,14
theatre,jkun hemm suċċess,14
trinity college,kulleġġ ta' l,14
entertainment,ta' riżerva ta' belt,14
east,ħażina għandhom,14
kettles yard,tarzna tal ħrief,14
museum,mill ħamsinijiet,14
museum,direzzjoni liema,14
east,ħażina għandhom,14
lovell lodge,fiċ ċentru tal,13
four,erbat iljieli,13
hotel,dwar il Ħarifa,13
one,wieħed minflok,13
hobsons house,tip hob dan il,13
hotel,lukanda ashley,13
home from home,id dar mid dar,13
four,erba' stillti,13
5,5 iljieli jekk,13
cambridge belfry,Ġimgħa l,13
same area,fl istess żona .,13
cityroomz,facilitiesroomz hotel,13
hobsons house,istabbiliment,13
hotel,lukanda sabiex,13
8,jekk jogħġbok,13
hotel,ta' filgħaxija,13
guesthouse,kamra minflok,13
gonville hotel,vawċer gonville,13
three,miegħi spazju,13
expensive,għalja madwar,13
expensive,għalja minflok,13
same area,artijiet jagħmlu,13
1,persuna waħda,13
guesthouse,kamra b'saqajn,13
lensfield hotel,tal lenti,13
guesthouse,kamra b'saqajn,13
guesthouse,kamra b'saqajn,13
hotel,filgħaxija ser,13
3,3 għażliet ta',13
hotel,3 għażliet ta',13
wednesday,kliewi minflok,13
saturday,Ġugarelli jekk,13
five,ħames pjanijiet,13
guesthouse,kamra b'saqajn,13
four,irħis mingħajr,13
5,ħames iljieli,13
19:30,jekk jogħġbok,13
cotto,tal ġugarelli,13
cotto,tal ġugarelli,13
expensive,ikunu għoljin,13
expensive,kwalunkwe wieħed,13
centre,jista jitniżżel,13
ugly duckling,7,13
vietnamese,azzjoni fuqhom,13
expensive,ikunu għoljin,13
modern european,modern għall ġugarelli,13
kymmoy,Armonju tista',13
10:15,jagħmel 10 snin,13
charlie chan,msejjaħ charliesler,13
indian,ġugarelli jekk,13
british,jekk jogħġbok,13
cheap,jekk jogħġbok,13
irish,għandhom bżonn,13
vietnamese,għall Ġugarelli,13
thanh binh,mistoqsija jekk,13
british,tgħallimna fuq,13
pizza express fen ditton,ispettaklu espress tal fen ditton,13
modern european,modern għall ġugarelli,13
expensive,tħallas f'ċertu,13
mediterranean,għall bniedem,13
14:00,Ħamis jixtieq,13
14:00,daħħal tajjeb,13
modern european,modern għall ġugarelli,13
16:30,jekk jogħġbok,13
saigon city,belt ta' oriġini,13
17:30,tryснабизация,13
doesnt matter,bżonn tkun taf it,13
ashley hotel,il vawċer ashley,13
20:45,jekk jogħġbok,13
18:30,jekk jogħġbok,13
golden wok,għall ġugarelli,13
whale of a time,ħażna tal arja,13
mumford theatre,mewġa,13
saigon city,lejn il belt li,13
13:30,jħalli wara t,13
peterborough,mir reġjun tal,13
cambridge,pont tal biljett,13
14:45,jekk jogħġbok,13
thursday,Unjoni Ewropea,13
one,biljett wieħed,13
14:30,fuq il kliewi,13
cambridge,ferrovija għall,13
2,8 snin oħra .,13
10:15,jekk jogħġbok,13
21:45,21 sena għandek,13
wednesday,21 sena għandek,13
norwich,u lanqas tgħin,13
one,biljett wieħed,13
cambridge,pont tal baħar,13
17:00,jekk jogħġbok,13
4,4 persuni jekk,13
7,7 persuni jekk,13
20:30,jekk jogħġbok,13
peterborough,nitbiegħed mill,13
one,wieħed għalija,13
20:45,20 sena jekk ma,13
4,4 persuni jekk,13
13:30,l Ġimgħa jkun,13
one,wieħed għalija,13
17:45,jekk jogħġbok,13
bishops stortford,isqfijiet tal,13
thursday,is sitwazzjoni,13
7,7 persuni jekk,13
eight,tmien ġeneri u,13
european,infittex ukoll,13
1,persuna waħda,13
college,qiegħed ifittex,13
one,wieħed għalija,13
one,wieħed għalija,13
museum,għandna bżonn,13
14:00,Ħamis jixtieq,13
1,persuna waħda,13
architecture,arkitettura awtentika,13
cineworld cinema,ċinema bil lejżer,13
any,kwalunkwe waħda,13
center,żjara fil belt,13
boat,attrazzjoni tal,13
entertainment,ta' divertiment fil,13
magdalene college,tal ġojjelli,13
entertainment,tan nofsinhar tal,13
theatre,the man on the moon,13
not really,mhuwiex magħruf,13
entertainment,ta' divertiment fil,13
theatre,persuna nfisha,13
college,il kulleġġ tiegħek,13
cafe jello gallery,", ħuġa jello ,",13
any,kwalunkwe waħda,13
five,ħamest iljieli,12
north,fit Tramuntana,12
moderate,prezzijiet moderati,12
two,żewġt iljieli,12
monday,votazzjonijiet,12
7,għas 7 minnna,12
north,fit Tramuntana,12
ashley hotel,vawċer ashley jekk,12
autumn house,il Ħarifa,12
north,tat Tramuntana,12
3,ta' 3 stillti,12
flinches bed and breakfast,flinches bed u r riċetta bis,12
8,hemm 8 minnna,12
worth house,valur għalija,12
doesnt matter,a room,12
cityroomz,belt imsejħa roomz,12
guesthouse,kamra tas silġ,12
any,kwalunkwe żona,12
ashley hotel,vawċer ashley jekk,12
north,fit Tramuntana,12
two,b'żewġ stilel,12
hotel,lukanda għall,12
dont have a preference,i dont għandha preferenza li,12
four,erba' persuni,12
1,erbgħa tnejn,12
two,żewġt iljieli,12
north,tat Tramuntana,12
0,stillti jekk,12
saturday,għall ġugarelli,12
dont care,kura b'i dont,12
indian,għall għomja,12
six,għall għomja,12
4,tabella għal,12
charlie chan,4,12
mediterranean,għall għawm,12
7,tabella għal,12
expensive,Lvant Nofsani,12
five,ħames persuni,12
17:30,minflok jekk,12
cheap,cheap restaurants,12
moderate,ipprezzat b'mod,12
polish,fih il prodott,12
mediterranean,uffiċċju,12
sitar tandoori,is silta .,12
royal spice,f'ġieħ irjali,12
five,ħames persuni,12
south,Nofsinhar jekk,12
indonesian,tfittxija għal,12
chinese,dwar il futur,12
south,Nofsinhar jekk,12
mediterranean,jekk jogħġbok,12
any,kwalunkwe żona,12
expensive,jeżistu ħafna,12
north,fit Tramuntana,12
13:30,ġdid li ġej:,12
asian oriental,ikel għall,12
travellers rest,vjaġġaturi .,12
any,kwalunkwe żona,12
italian,l ikel tat trabi,12
mediterranean,sitwazzjoni .,12
international,suġġett .,12
curry prince,ivvjaġġar,12
wednesday,il kliewi ħass,12
rice house,saldu tar ross,12
center,ħaġa fil belt,12
asian oriental,l iklaġġ,12
swedish,għall persuni,12
saffron brasserie,saff taċ ċitru,12
cheap,fiċ ċentru tal,12
italian,għall ġugarelli,12
moderate,prezzijiet moderati,12
13:00,tieqaf tużah,12
11:00,l aħbarijiet,12
north,fit Tramuntana,12
cheap,cheap restaurants,12
golden house,l indirizz u l,12
peterborough,minn fuq il,12
saffron brasserie,saff taċ ċitru,12
belfry,fiha jkollhom,12
archway house,tiegħu dwar,12
cambridge punter,punter tal pont,12
cambridge arts,l ikel,12
9:45,ikel magħluq,12
the junction,ħabs,12
wagamama,tiġi miġġielda,12
cambridge,jħalli wara t,12
one,persuna waħda,12
kings lynn,ir Repubblika,12
17:51,17 il mil jekk,12
cambridge,train departing,12
cambridge,pont għalkemm,12
8:45,8 snin oħra .,12
10:15,hija l multa,12
1,biljett biss,12
18:45,Ġenerazzjoni,12
kings lynn,mill Ġerusalemm,12
14:30,flessibbli .,12
five,ħames persuni,12
saturday,Qalb tal Fwied,12
20:00,eqreb wieħed,12
cambridge,train departing,12
20:30,dinja kollha,12
5,lil 5 persuni,12
cambridge,il pont huwa,12
sunday,"passiġġieri ,",12
five,ħames persuni,12
west,tal punent tal,12
architecture,arkitettura bbażata,12
any,kwalunkwe żona,12
byard art,arti tal byard fil,12
north,Tramuntana tal,12
north,Tramuntana tal,12
north,fit Tramuntana,12
swimmingpool,ġabra ta',12
east,informazzjoni,12
cambridge arts,l ikel,12
west,tal punent tal,12
college,kurżità tiegħu,12
north,fit Tramuntana,12
any,kwalunkwe żona,12
theatre,ġenn minflok,12
multiple sports,bidla fil,12
center,ssir fil belt,12
any,kwalunkwe post,12
any,kwalunkwe post,12
old school,iskola l antika,12
doesnt matter,għalkemm tista',12
west,tal punent tal,12
architecture,arkitettura jinsabu,12
museum,fl arkitettura,12
museum,timxi minflok,12
any,ċ ċinema jkun,12
any,kwalunkwe żona,12
north,fit Tramuntana,12
any,kwalunkwe post,12
old school,iskola l antika,12
doesnt matter,għalkemm tista',12
the junction,direzzjoni liema,12
hotel,nippreservaw,11
1,lejl wieħed,11
one,tgħaddi lejl,11
moderate,medda moderata tal,11
el shaddai,elettrikuaddai fil,11
cheap,rħis l aktar,11
guesthouse,kamra għall,11
1,lejl wieħed,11
north,Tramuntana u,11
4,b'4 stilli i,11
hotel,prezz moderat,11
1,lejl wieħed,11
hotel,lukanda fiż,11
2,żewġ stilel,11
moderate,medda moderata tal,11
guesthouse,tliet iljieli,11
guesthouse,kamra ħielsa,11
moderate,tal kejtering,11
moderate,medda moderata tal,11
five,ħames kmamar,11
three,spazju għal,11
4,cheap place,11
south,fin Nofsinhar,11
carolina bed and breakfast,carolina bed u f'marlozz,11
leverton house,dar tal ħabs,11
moderate,valur għalija,11
moderate,medda moderata tal,11
moderate,medda moderata tal,11
gonville hotel,gonvilleanniku jista',11
moderate,medda moderata ta',11
moderate,medda moderata tal,11
university arms,l armi universitarji,11
4,4 stilli ta',11
2,żewġ stilel,11
gonville hotel,gon,11
4,4 lamti jekk,11
expensive,moderata tal,11
guesthouse,kamra ħielsa,11
moderate,medda moderata ta',11
1,lejl wieħed,11
4,ta' 4 stilel,11
saturday,responsabbli,11
moderate,medda moderata tal,11
moderate,medda moderata tal,11
moderate,medda moderata tal,11
doesnt matter,moderate ly,11
2,żewġ stilel,11
cheap,żewġ stilel,11
five,ħames iljieli,11
cheap,l irħas ikun,11
vegetarian,ikunu għoljin,11
17:15,17 il sena fl,11
moderate,medda moderata tal,11
expensive,għali jixtieq,11
little seoul,ftit Ġugarelli,11
kohinoor,konverżazzjoni,11
17:15,17 il pazjent,11
doesnt matter,spiża,11
south,fin Nofsinhar,11
mediterranean,għall anzjani,11
9:45,9 miljun ħin,11
moderate,medda moderata tal,11
south,fin Nofsinhar,11
expensive,expensive restaraunt,11
mediterranean,Ġimgħa .,11
traditional,tradizzjonali sservi,11
doesnt matter,tal ħabitat,11
mediterranean,għall anzjani,11
moderate,medda moderata ta',11
brazliian,kuraġġ f'daqqa,11
moderate,medda moderata tal,11
doesnt matter,nandos inti,11
asian oriental,ikel tat,11
moderate,medda moderata tal,11
moderate,medda moderata tal,11
afternoon tea,nirbaħ it,11
expensive,ħaġa għolja,11
expensive,għali għall,11
moderate,medda moderata tal,11
lucky star,ikkuntattja l,11
south,naħa t'isfel,11
leverton house,dar tal ħabs,11
lensfield hotel,lenti,11
doesnt matter,xi ħaġa,11
old schools,iskejjel il,11
7,7 persuni li,11
22:30,silġ tiegħu,11
archway house,minn archway house għall,11
11:00,noħroġ wara,11
tenpin,għaxar bażi,11
cambridge,l ispiżeriji,11
saturday,qiegħda għall,11
cambridge,departing from,11
cambridge,departing from,11
cambridge,proċess ta',11
friday,qtugħ tiegħu,11
peterborough,ħtieġa tal,11
20:54,wasla 20 sena,11
one,biljett jekk,11
eight,tmien ġeneri,11
cambridge,il pont tat,11
peterborough,ħofra,11
peterborough,ekwipaġġ,11
two,żewġ persuni,11
cambridge,proċess ta',11
peterborough,ħtieġa tal,11
norwich,u f'nofsinhar .,11
peterborough,baħar,11
18:00,f'nofsinhar,11
cambridge,jitnaqqas il,11
eight,tmien biljetti,11
saturday,kwistjoni tal,11
monday,il ferroviji,11
peterborough,ekwipaġġ,11
peterborough,ekwipaġġ,11
cambridge,tgħaġġel jekk,11
cambridge,il pont tal,11
13:15,13 il xahar .,11
cambridge,jitnaqqas il,11
cambridge,tgħaddi minn,11
cambridge,il pont tat,11
cambridge,train should,11
two,żewġ persuni,11
one,broxbourne fis,11
2pm,f'2 biljetti,11
13:45,13 il sena li,11
cambridge,jitnaqqas ir,11
six,sitta minnhom,11
14:00,jaf kemm se,11
wednesday,kliewi jridu,11
peterborough,taħt il,11
cambridge,jitnaqqas il,11
three,tliet biljetti,11
moderate,medda moderata tal,11
20:54,wasla 20 sena,11
peterborough,ekwipaġġ,11
two,żewġ persuni,11
no preference,l ebda preferenza ma,11
two,żewġ persuni,11
west,kulleġġ biex,11
south,nofsinhar tal,11
noon,nofsinhar mhux,11
entertainment,tip ta',11
vue cinema,x'inhu l miżata,11
swimmingpool,pjaċir .,11
any,kwalunkwe tip,11
lynne strover,ħaġa oħra,11
south,tan Nofsinhar,11
college,miżuri kollha,11
south,fin Nofsinhar,11
museum,rivoluzzjoni,11
park,park attraction,11
entertainment,punent ta',11
trinity college,kurżità tiegħu,11
south,fin Nofsinhar,11
museum,ħaġa minflok,11
theatre,f'biċċa kbira,11
college,kulleġġ jista',11
entertainment,entertainment attraction,11
boat,boat attraction,11
college,tiftix għall,11
museum,ħaġa speċjali,11
not really,ma tistax fil,11
architecture,architecture attraction,11
museum,Ġermanja tkun,11
boat,dgħajjes fil,11
entertainment,entertainment attraction,11
the junction,id direzzjoni,11
any,kwalunkwe tip,11
centre,żona taċ ċentru,11
lynne strover,four,11
college,miżuri kollha,11
south,fin Nofsinhar,11
indian,lil xi ħadd li,11
guesthouse,tal ħajja,10
two,six nights,10
guesthouse,f'kamra li,10
center,għoljiet tal,10
hotel,il kworum u,10
one,wieħed jekk,10
centre,fiċ ċentru tal,10
guesthouse,kamra li,10
4,ta' stilla,10
hotel,vawċer jekk,10
guesthouse,kamra,10
friday,ivvjaġġar u,10
one,lejl wieħed,10
hotel,vawċer jekk,10
hotel,il lukandi,10
guesthouse,kamra,10
one,wieħed biss,10
three,tliet iljieli,10
guesthouse,hemm kamra,10
one,wieħed biss,10
guesthouse,kamra li,10
guesthouse,kamra .,10
guesthouse,.,10
guesthouse,kamra,10
guesthouse,kamra li,10
2,2 iljieli .,10
guesthouse,f'kamra li,10
1,waħda biss,10
4,ta' 4 still,10
guesthouse,ta' kuljum,10
centre,fiċ ċentru jekk,10
4,ikteb għal,10
guesthouse,kamra,10
ashley hotel,armata ashley,10
4,minn żewġt,10
hotel,vawċer għall,10
guesthouse,kamra,10
monday,Ministeru i,10
south,4 stilli ta',10
guesthouse,hemm kamra,10
dont care,kura i dont dwar,10
warkworth house,ħolma ta' warkworth house,10
moderate,bi prezz moderat,10
4,b'4 stillti,10
lovell lodge,ukoll,10
hotel,vawċer jekk,10
guesthouse,kamra,10
center,għoljiet tal,10
guesthouse,kamra,10
wednesday,kliewi jekk,10
guesthouse,kamra fil,10
guesthouse,2,10
guesthouse,.,10
guesthouse,f'kamra li,10
4,f'kamra li,10
expensive,għali jekk,10
one,lejl wieħed,10
guesthouse,aouslyhouse with,10
18:15,u għandhom,10
cheap,żraben irħas,10
dont care,kura i dont dwar,10
turkish,tal Ġugarelli,10
9:00,filgħaxija,10
